iteration,start_time,end_time,latency_ms
0,400274.65134,400274.7777484,126.40840001404285
1,400274.7777748,400274.9208792,143.10439996188506
2,400274.9209076,400275.0348545,113.94689994631335
3,400275.0348781,400275.1218345,86.9564000167884
4,400275.1218663,400275.2309949,109.12859998643398
5,400275.2310092,400275.3048404,73.8312000175938
6,400275.3048586,400275.419104,114.24539994914085
7,400275.4191332,400275.4727763,53.64309996366501
8,400275.4727941,400275.586342,113.54789999313653
9,400275.5863686,400275.6888954,102.52679995028302
10,400275.6889134,400275.8116691,122.75570002384484
11,400275.8116946,400275.8682088,56.51419999776408
12,400275.8682282,400276.0527278,184.49959997087717
13,400276.0527591,400276.1898426,137.0835000416264
14,400276.189863,400276.3962424,206.37939998414367
15,400276.3962691,400276.5332553,136.98619999922812
16,400276.5332808,400276.6705364,137.2556000133045
17,400276.6705606,400276.7723913,101.83070000493899
18,400276.7724106,400276.8460962,73.68560001486912
19,400276.8461079,400276.9034846,57.37669998779893
20,400276.9035064,400276.978702,75.19559998763725
21,400276.9787276,400277.0483894,69.66179999290034
22,400277.048422,400277.1261042,77.68220000434667
23,400277.126123,400277.1814749,55.351899995002896
24,400277.181512,400277.2557402,74.2282000137493
25,400277.2557737,400277.3133435,57.569800002966076
26,400277.3133698,400277.3710285,57.65870003961027
27,400277.371053,400277.4294343,58.38130001211539
28,400277.4294594,400277.4963752,66.91579998005182
29,400277.4964003,400277.5816511,85.25080000981688
30,400277.5816761,400277.6574845,75.80840005539358
31,400277.6575093,400277.7284902,70.98090002546087
32,400277.7285073,400277.7859531,57.44579999009147
33,400277.7859717,400277.8605985,74.62680002208799
34,400277.8606106,400277.9157444,55.13380002230406
35,400277.9157567,400277.9726518,56.89510004594922
36,400277.9726775,400278.0465364,73.85889999568462
37,400278.0465612,400278.1306997,84.13849998032674
38,400278.1307351,400278.2124904,81.75529999425635
39,400278.2125077,400278.2815792,69.0714999800548
40,400278.2816101,400278.3608589,79.2488000006415
41,400278.3608846,400278.4389869,78.10229994356632
42,400278.4390155,400278.5085228,69.50729998061433
43,400278.5085381,400278.5791447,70.60660002753139
44,400278.5791696,400278.6483045,69.13489999715239
45,400278.6483305,400278.704079,55.7484999881126
46,400278.704104,400278.7595695,55.46549998689443
47,400278.7595804,400278.8285697,68.98929999442771
48,400278.8285952,400278.8957013,67.10610003210604
49,400278.8957282,400278.9511535,55.42530003003776
50,400278.95117,400279.0036812,52.51119995955378
51,400279.0036921,400279.0729203,69.22820000909269
52,400279.072932,400279.1267392,53.80719999084249
53,400279.1267512,400279.1809189,54.16770000010729
54,400279.1809294,400279.2322288,51.2993999873288
55,400279.2322404,400279.3012468,69.00640000822023
56,400279.3012653,400279.3560812,54.81589998817071
57,400279.3560945,400279.4203082,64.21370001044124
58,400279.4203268,400279.4869143,66.58749998314306
59,400279.4869312,400279.5512454,64.31419996079057
60,400279.5512641,400279.6109318,59.667699970304966
61,400279.610944,400279.6683345,57.390499976463616
62,400279.6683478,400279.726135,57.78720002854243
63,400279.7261522,400279.7814276,55.27539999457076
64,400279.7814396,400279.8344124,52.972800040151924
65,400279.8344263,400279.8880747,53.64840000402182
66,400279.8880895,400279.9418573,53.76779998186976
67,400279.9418699,400279.9948276,52.957700041588396
68,400279.9948406,400280.0515865,56.74590001581237
69,400280.0515991,400280.1065375,54.938399989623576
70,400280.106559,400280.1808202,74.26120003219694
71,400280.1808449,400280.2624625,81.6175999934785
72,400280.2624772,400280.3284628,65.98559999838471
73,400280.3284765,400280.4058534,77.37690000794828
74,400280.4058787,400280.4883295,82.45079999323934
75,400280.4883585,400280.5631709,74.81239998014644
76,400280.5631969,400280.639191,75.99410001421347
77,400280.6392377,400280.7184948,79.25710000563413
78,400280.718522,400280.7969027,78.38069996796548
79,400280.7969242,400280.8711245,74.20029997592792
80,400280.8711437,400280.9516168,80.47310000983998
81,400280.9516447,400281.0097116,58.06690000463277
82,400281.0097368,400281.0894469,79.71010002074763
83,400281.0894733,400281.1696183,80.14500001445413
84,400281.1696433,400281.2419142,72.27090001106262
85,400281.2419257,400281.2949677,53.04200004320592
86,400281.2949795,400281.348019,53.03950002416968
87,400281.3480431,400281.4021694,54.12630003411323
88,400281.4021822,400281.4611662,58.98400000296533
89,400281.4611785,400281.5162455,55.06700003752485
90,400281.5162629,400281.5682315,51.9685999606736
91,400281.5682457,400281.6465017,78.2560000079684
92,400281.6465127,400281.7137442,67.23149999743327
93,400281.7137614,400281.7822924,68.53099999716505
94,400281.7823055,400281.8389525,56.647000019438565
95,400281.838969,400281.8927633,53.79430000903085
96,400281.8927746,400281.9507956,58.02100000437349
97,400281.9508069,400282.0061084,55.301500018686056
98,400282.0061336,400282.0647839,58.65029996493831
99,400282.0647957,400282.1448342,80.03849996021017
